x,y,z,v
13,3,5,3.286
13,4,5,3.714
13,5,5,-4.434
13,6,5,11.674
13,7,5,-10.458
13,8,5,-10.654
13,9,5,-10.767
13,10,5,10.114
13,11,5,9.184
13,12,5,8.827
13,13,5,11.831
13,14,5,-3.048
14,0,5,4.801
14,1,5,-5.517
14,2,5,-5.734
14,3,5,2.954
14,4,5,-8.286
14,5,5,5.618
14,6,5,2.802
14,7,5,6.390
14,8,5,3.295
14,9,5,1.938
14,10,5,-4.232
14,11,5,9.171
14,12,5,-10.145
14,13,5,-3.449
14,14,5,-8.928
0,0,6,-3.682
0,1,6,-5.923
0,2,6,11.050
0,3,6,-10.794
0,4,6,10.365
0,5,6,10.291
0,6,6,3.249
0,7,6,9.156
0,8,6,-10.071
0,9,6,-1.530
0,10,6,4.248
0,11,6,-6.978
0,12,6,11.668
0,13,6,3.835
0,14,6,-7.464
1,0,6,9.948
1,1,6,9.872
1,2,6,-8.066
1,3,6,5.184
1,4,6,2.731
1,5,6,2.639
1,6,6,-9.293
1,7,6,5.619
1,8,6,-8.818
1,9,6,3.938
1,10,6,-5.060
1,11,6,-7.418
1,12,6,8.777
1,13,6,4.592
1,14,6,-4.780
2,0,6,-5.135
2,1,6,3.176
2,2,6,8.539
2,3,6,-7.570
2,4,6,-2.636
2,5,6,10.555
2,6,6,-4.137
2,7,6,-4.644
2,8,6,-6.941
2,9,6,-6.961
2,10,6,-10.046
2,11,6,-6.039
2,12,6,2.725
2,13,6,12.219
2,14,6,8.823
3,0,6,-3.682
3,1,6,-10.397
3,2,6,-2.579
3,3,6,12.212
3,4,6,10.388
3,5,6,-10.907
3,6,6,-6.608
3,7,6,-5.937
3,8,6,-8.345
3,9,6,5.567
3,10,6,9.073
3,11,6,2.718
3,12,6,-1.791
3,13,6,-6.801
3,14,6,-11.006
4,0,6,11.066
4,1,6,9.373
4,2,6,-4.404
4,3,6,-7.515
4,4,6,-9.590
4,5,6,-8.391
4,6,6,7.031
4,7,6,8.156
4,8,6,-2.885
4,9,6,-3.444
4,10,6,11.565
4,11,6,7.148
4,12,6,4.429
4,13,6,9.841
4,14,6,3.835
5,0,6,10.469
5,1,6,11.159
5,2,6,-5.021
5,3,6,7.784
5,4,6,6.721
5,5,6,8.228
5,6,6,-10.998
5,7,6,4.558
5,8,6,-6.014
5,9,6,10.645
5,10,6,11.755
5,11,6,-8.817
5,12,6,-1.772
5,13,6,-10.613
5,14,6,10.074
6,0,6,-1.696
6,1,6,-8.078
6,2,6,-1.743
6,3,6,-3.117
6,4,6,-10.607
6,5,6,9.139
6,6,6,-5.064
6,7,6,5.720
6,8,6,11.485
6,9,6,10.293
6,10,6,7.781
6,11,6,-9.578
6,12,6,6.009
6,13,6,4.012
6,14,6,-6.597
7,0,6,-3.493
7,1,6,-4.444
7,2,6,4.928
7,3,6,-7.117
7,4,6,3.507
7,5,6,-10.855
7,6,6,-9.840
7,7,6,-11.215
7,8,6,-3.796
7,9,6,6.366
7,10,6,8.282
7,11,6,-2.028
7,12,6,4.628
7,13,6,-5.498
7,14,6,7.529
8,0,6,6.543
8,1,6,-3.099
8,2,6,11.126
8,3,6,2.859
8,4,6,6.499
8,5,6,-8.072
8,6,6,-2.120
8,7,6,-5.443
8,8,6,-1.889
8,9,6,4.961
8,10,6,7.296
8,11,6,-9.976
8,12,6,-9.430
8,13,6,8.294
8,14,6,11.070
9,0,6,10.551
9,1,6,-3.545
9,2,6,5.884
9,3,6,8.787
9,4,6,-4.050
9,5,6,3.407
9,6,6,-11.045
9,7,6,-5.988
9,8,6,-6.704
9,9,6,8.060
9,10,6,-3.896
9,11,6,4.458
9,12,6,11.381
9,13,6,-6.947
9,14,6,-4.200
10,0,6,-11.054
10,1,6,-3.468
10,2,6,-3.898
10,3,6,9.258
10,4,6,-5.027
10,5,6,-6.786
10,6,6,8.459
10,7,6,3.499
10,8,6,9.867
10,9,6,-7.476
10,10,6,4.491
10,11,6,-7.981
10,12,6,3.910
10,13,6,10.545
10,14,6,3.475
11,0,6,4.393
11,1,6,3.548
11,2,6,10.047
11,3,6,-1.920
11,4,6,-3.085
11,5,6,-3.489
11,6,6,7.377
11,7,6,-2.157
11,8,6,-3.682
11,9,6,-6.861
11,10,6,-2.050
11,11,6,-8.316
11,12,6,-5.185
11,13,6,10.630
11,14,6,6.715
12,0,6,2.827
12,1,6,7.158
12,2,6,-8.085
12,3,6,4.293
12,4,6,-4.407
12,5,6,3.699
12,6,6,-3.399
12,7,6,-5.411
12,8,6,-2.156
12,9,6,3.620
12,10,6,5.470
12,11,6,10.399
12,12,6,-2.993
12,13,6,7.278
12,14,6,-1.604
13,0,6,2.498
13,1,6,3.672
13,2,6,9.750
13,3,6,6.579
13,4,6,-1.966
13,5,6,7.272
13,6,6,-9.478
13,7,6,10.335
13,8,6,8.912
13,9,6,-8.254
13,10,6,-7.867
13,11,6,4.268
13,12,6,-1.884
13,13,6,2.966
13,14,6,-5.295
14,0,6,3.575
14,1,6,3.974
14,2,6,10.411
14,3,6,8.160
14,4,6,12.202
14,5,6,-10.398
14,6,6,-7.864
14,7,6,-5.065
14,8,6,3.808
14,9,6,11.053
14,10,6,7.279
14,11,6,-5.692
14,12,6,-4.548
14,13,6,9.860
14,14,6,-3.625
0,0,7,9.684
0,1,7,-1.730
0,2,7,6.612
0,3,7,6.680
0,4,7,3.767
0,5,7,9.770
0,6,7,-5.858
0,7,7,-4.486
0,8,7,7.588
0,9,7,-8.055
0,10,7,5.507
0,11,7,10.436
0,12,7,-7.040
0,13,7,12.395
0,14,7,-2.930
1,0,7,-8.407
1,1,7,-5.449
1,2,7,6.933
1,3,7,-3.509
1,4,7,-4.955
1,5,7,8.578
1,6,7,4.847
1,7,7,-3.362
1,8,7,6.588
1,9,7,-2.809
1,10,7,-4.892
1,11,7,-3.047
1,12,7,6.536
1,13,7,9.658
1,14,7,6.780
2,0,7,10.484
2,1,7,-1.454
2,2,7,5.934
2,3,7,4.171
2,4,7,-8.713
2,5,7,5.775
2,6,7,4.787
2,7,7,11.648
2,8,7,10.854
2,9,7,10.230
2,10,7,9.560
2,11,7,10.853
2,12,7,-2.373
2,13,7,8.990
2,14,7,11.042
3,0,7,-5.621
3,1,7,6.450
3,2,7,11.152
3,3,7,8.970
3,4,7,-10.057
3,5,7,-1.369
3,6,7,-4.685
3,7,7,11.475
3,8,7,-1.620
3,9,7,-8.887
3,10,7,-6.399
3,11,7,-1.461
3,12,7,4.112
3,13,7,11.253
3,14,7,-9.882
4,0,7,-3.071
4,1,7,-1.986
4,2,7,9.710
4,3,7,7.581
4,4,7,7.093
4,5,7,-3.206
4,6,7,-4.323
4,7,7,12.178
4,8,7,-6.844
4,9,7,-3.236
4,10,7,12.845
4,11,7,7.960
4,12,7,11.360
4,13,7,5.896
4,14,7,3.283
5,0,7,5.369
5,1,7,12.264
5,2,7,12.654
5,3,7,-2.929
5,4,7,5.075
5,5,7,12.419
5,6,7,5.565
5,7,7,3.395
5,8,7,-4.275
5,9,7,-5.398
5,10,7,11.051
5,11,7,10.161
5,12,7,11.326
5,13,7,5.185
5,14,7,12.293
6,0,7,-1.893
6,1,7,-7.015
6,2,7,-8.621
6,3,7,-6.707
6,4,7,10.006
6,5,7,-1.776
6,6,7,8.621
6,7,7,3.911
6,8,7,8.669
6,9,7,10.160
6,10,7,6.295
6,11,7,-2.275
6,12,7,11.223
6,13,7,-4.484
6,14,7,4.165
7,0,7,10.336
7,1,7,7.623
7,2,7,-1.308
7,3,7,-2.364
7,4,7,6.251
7,5,7,-3.284
7,6,7,-5.019
7,7,7,9.272
7,8,7,3.841
7,9,7,7.010
7,10,7,4.576
7,11,7,-6.168
7,12,7,-1.344
7,13,7,-9.121
7,14,7,4.631
8,0,7,10.338
8,1,7,-5.515
8,2,7,6.400
8,3,7,-10.241
8,4,7,9.066
8,5,7,8.957
8,6,7,5.170
8,7,7,11.075
8,8,7,9.854
8,9,7,4.860
8,10,7,-4.354
8,11,7,-4.698
8,12,7,6.718
8,13,7,10.494
8,14,7,12.313
9,0,7,-6.624
9,1,7,-5.144
9,2,7,-5.907
9,3,7,12.089
9,4,7,8.594
9,5,7,-9.534
9,6,7,8.440
9,7,7,5.338
9,8,7,9.026
9,9,7,-4.814
9,10,7,-10.397
9,11,7,-3.369
9,12,7,-7.236
9,13,7,-4.308
9,14,7,7.105
10,0,7,7.276
10,1,7,-2.128
10,2,7,5.704
10,3,7,-4.097
10,4,7,10.380
10,5,7,12.394
10,6,7,-10.695
10,7,7,11.530
10,8,7,7.364
10,9,7,6.663
10,10,7,5.016
10,11,7,-1.730
10,12,7,9.469
10,13,7,10.556
10,14,7,-1.406
11,0,7,-4.020
11,1,7,-9.220
11,2,7,4.413
11,3,7,-4.381
11,4,7,7.456
11,5,7,11.795
11,6,7,-7.073
11,7,7,11.719
11,8,7,3.290
11,9,7,8.635
11,10,7,8.663
11,11,7,12.549
11,12,7,11.232
11,13,7,-7.054
11,14,7,8.962
12,0,7,-10.495
12,1,7,3.017
12,2,7,-6.150
12,3,7,-5.843
12,4,7,-8.019
12,5,7,9.028
12,6,7,-9.281
12,7,7,-10.875
12,8,7,7.134
12,9,7,6.417
12,10,7,-9.294
12,11,7,5.124
12,12,7,3.750
12,13,7,-3.028
12,14,7,3.056
13,0,7,4.763
13,1,7,4.606
13,2,7,11.598
13,3,7,-9.784
13,4,7,10.271
13,5,7,10.209
13,6,7,4.333
13,7,7,-9.695
13,8,7,-2.700
13,9,7,-2.688
13,10,7,6.631
13,11,7,12.277
13,12,7,-9.793
13,13,7,6.450
13,14,7,-5.923
14,0,7,8.967
14,1,7,10.860
14,2,7,3.467
14,3,7,10.342
14,4,7,3.080
14,5,7,8.396
14,6,7,12.016
14,7,7,4.099
14,8,7,12.138
14,9,7,6.571
14,10,7,9.711
14,11,7,-9.466
14,12,7,11.343
14,13,7,3.447
14,14,7,9.090
0,0,8,-4.026
0,1,8,7.305
0,2,8,4.318
0,3,8,-1.507
0,4,8,-3.691
0,5,8,-2.944
0,6,8,9.832
0,7,8,5.045
0,8,8,-6.761
0,9,8,11.702
0,10,8,13.033
0,11,8,6.703
0,12,8,13.047
0,13,8,-2.443
0,14,8,9.478
1,0,8,-3.540
1,1,8,12.744
1,2,8,-1.954
1,3,8,4.517
1,4,8,-5.915
1,5,8,7.870
1,6,8,8.064
1,7,8,8.989
1,8,8,3.899
1,9,8,11.224
1,10,8,9.909
1,11,8,12.360
1,12,8,-9.884
1,13,8,-2.063
1,14,8,10.397
2,0,8,-6.085
2,1,8,12.984
2,2,8,4.756
2,3,8,4.138
2,4,8,-4.451
2,5,8,4.334
2,6,8,-4.683
2,7,8,-7.386
2,8,8,12.187
2,9,8,13.496
2,10,8,-4.213
2,11,8,-3.986
2,12,8,-9.447
2,13,8,6.633
2,14,8,9.362
3,0,8,11.743
3,1,8,-6.689
3,2,8,12.786
3,3,8,-9.798
3,4,8,-8.715
3,5,8,-10.144
3,6,8,-4.841
3,7,8,5.116
3,8,8,-8.310
3,9,8,-3.359
3,10,8,-2.924
3,11,8,-9.489
3,12,8,-5.759
3,13,8,-9.899
3,14,8,-9.044
4,0,8,8.447
4,1,8,-3.933
4,2,8,-6.219
4,3,8,-6.204
4,4,8,11.785
4,5,8,6.042
4,6,8,4.392
4,7,8,7.566
4,8,8,4.604
4,9,8,-7.130
4,10,8,5.163
4,11,8,-3.292
4,12,8,7.813
4,13,8,-6.815
4,14,8,-2.884
5,0,8,11.227
5,1,8,13.130
5,2,8,4.411
5,3,8,-4.942
5,4,8,-10.459
5,5,8,12.160
5,6,8,-8.749
5,7,8,-7.494
5,8,8,-6.168
5,9,8,10.925
5,10,8,-9.363
5,11,8,-5.107
5,12,8,-3.686
5,13,8,6.491
5,14,8,-0.757
6,0,8,13.016
6,1,8,12.900
6,2,8,5.540
6,3,8,-8.177
6,4,8,6.619
6,5,8,11.838
6,6,8,-8.506
6,7,8,-9.559
6,8,8,7.165
6,9,8,11.923
6,10,8,-7.506
6,11,8,7.207
6,12,8,-6.366
6,13,8,-7.872
6,14,8,8.389
7,0,8,-2.039
7,1,8,10.035
7,2,8,10.170
7,3,8,12.088
7,4,8,10.005
7,5,8,5.340
7,6,8,-5.837
7,7,8,-3.777
7,8,8,12.496
7,9,8,11.677
7,10,8,-2.532
7,11,8,-6.123
7,12,8,-2.509
7,13,8,4.972
7,14,8,-5.911
8,0,8,11.089
8,1,8,12.708
8,2,8,5.535
8,3,8,-5.834
8,4,8,6.485
8,5,8,7.981
8,6,8,-10.386
8,7,8,11.819
8,8,8,3.721
8,9,8,-8.337
8,10,8,6.219
8,11,8,-3.494
8,12,8,12.595
8,13,8,-9.489
8,14,8,7.523
9,0,8,7.525
9,1,8,10.247
9,2,8,-6.411
9,3,8,-4.789
9,4,8,11.855
9,5,8,13.179
9,6,8,5.204
9,7,8,-1.747
9,8,8,-2.000
9,9,8,-4.439
9,10,8,-9.486
9,11,8,10.482
9,12,8,9.641
9,13,8,7.858
9,14,8,-8.264
10,0,8,11.304
10,1,8,-1.361
10,2,8,11.063
10,3,8,-4.773
10,4,8,-3.181
10,5,8,-5.686
10,6,8,5.149
10,7,8,-6.178
10,8,8,-1.756
10,9,8,12.264
10,10,8,10.526
10,11,8,12.133
10,12,8,-7.256
10,13,8,-5.473
10,14,8,-9.084
11,0,8,-6.756
11,1,8,-9.108
11,2,8,10.620
11,3,8,-7.884
11,4,8,-4.435
11,5,8,-0.847
11,6,8,-5.477
11,7,8,-0.830
11,8,8,12.825
11,9,8,-3.309
11,10,8,-5.372
11,11,8,6.328
11,12,8,-8.471
11,13,8,5.993
11,14,8,6.703
12,0,8,-8.148
12,1,8,5.196
12,2,8,-4.162
12,3,8,-1.640
12,4,8,3.805
12,5,8,-6.968
12,6,8,9.603
12,7,8,10.111
12,8,8,13.073
12,9,8,12.302
12,10,8,3.936
12,11,8,12.250
12,12,8,-2.449
12,13,8,9.014
12,14,8,-9.604
13,0,8,-8.423
13,1,8,-3.981
13,2,8,-10.450
13,3,8,9.938
13,4,8,6.344
13,5,8,-7.314
13,6,8,10.880
13,7,8,-7.619
13,8,8,7.868
13,9,8,-6.471
13,10,8,11.477
13,11,8,-8.189
13,12,8,5.047
13,13,8,11.658
13,14,8,-1.772
14,0,8,-6.014
14,1,8,-1.314
14,2,8,7.898
14,3,8,4.932
14,4,8,-1.728
14,5,8,4.410
14,6,8,-4.665
14,7,8,7.470
14,8,8,-10.380
14,9,8,-9.734
14,10,8,7.633
14,11,8,-1.450
14,12,8,-8.495
14,13,8,6.689
14,14,8,6.716
0,0,9,7.213
0,1,9,-1.754
0,2,9,11.538
0,3,9,-1.380
0,4,9,-3.313
0,5,9,10.719
0,6,9,13.857
0,7,9,-2.844
0,8,9,6.453
0,9,9,4.953
0,10,9,5.140
0,11,9,8.424
0,12,9,6.502
0,13,9,11.152
0,14,9,-1.083
1,0,9,-2.669
1,1,9,10.543
1,2,9,-7.752
1,3,9,12.215
1,4,9,-6.375
1,5,9,10.067
1,6,9,-9.854
1,7,9,11.231
1,8,9,7.799
1,9,9,-4.996
1,10,9,-1.876
1,11,9,11.576
1,12,9,-6.264
1,13,9,8.819
1,14,9,5.166
2,0,9,6.446
2,1,9,12.485
2,2,9,-2.353
2,3,9,6.744
2,4,9,4.643
2,5,9,8.469
2,6,9,6.459
2,7,9,7.956
2,8,9,5.201
2,9,9,-4.746
2,10,9,11.165
2,11,9,-4.755
2,12,9,-6.069
2,13,9,-8.901
2,14,9,-7.793
3,0,9,6.003
3,1,9,7.613
3,2,9,-9.352
3,3,9,4.605
3,4,9,-5.203
3,5,9,6.244
3,6,9,10.940
3,7,9,6.890
3,8,9,-7.391
3,9,9,-3.936
3,10,9,5.123
3,11,9,-8.248
3,12,9,-6.963
3,13,9,10.200
3,14,9,-2.066
4,0,9,11.865
4,1,9,13.012
4,2,9,11.005
4,3,9,-0.269
4,4,9,10.479
4,5,9,-4.150
4,6,9,13.832
4,7,9,-0.739
4,8,9,13.169
4,9,9,-7.940
4,10,9,-7.733
4,11,9,-9.088
4,12,9,11.987
4,13,9,12.326
4,14,9,13.849
5,0,9,13.804
5,1,9,12.182
5,2,9,7.334
5,3,9,7.495
5,4,9,6.033
5,5,9,-0.818
5,6,9,12.398
5,7,9,6.515
5,8,9,8.806
5,9,9,5.093
5,10,9,12.461
5,11,9,8.706
5,12,9,6.596
5,13,9,5.059
5,14,9,9.930
6,0,9,10.418
6,1,9,-4.248
6,2,9,-0.429
6,3,9,-2.051
6,4,9,-5.934
6,5,9,7.497
6,6,9,14.137
6,7,9,-7.606
6,8,9,-8.452
6,9,9,-5.684
6,10,9,12.192
6,11,9,7.867
6,12,9,8.979
6,13,9,4.504
6,14,9,7.158
7,0,9,-1.909
7,1,9,-9.636
7,2,9,6.264
7,3,9,12.370
7,4,9,-6.534
7,5,9,-6.407
7,6,9,-8.344
7,7,9,6.381
7,8,9,12.047
7,9,9,5.111
7,10,9,5.949
7,11,9,11.916
7,12,9,12.356
7,13,9,12.285
7,14,9,9.497
8,0,9,-1.614
8,1,9,-8.782
8,2,9,-9.536
8,3,9,10.721
8,4,9,10.028
8,5,9,-2.589
8,6,9,-1.045
8,7,9,12.753
8,8,9,13.003
8,9,9,13.462
8,10,9,9.209
8,11,9,5.240
8,12,9,-0.717
8,13,9,-7.520
8,14,9,-5.897
9,0,9,7.736
9,1,9,13.334
9,2,9,-4.878
9,3,9,-8.586
9,4,9,-1.244
9,5,9,-4.489
9,6,9,-4.963
9,7,9,8.453
9,8,9,-7.216
9,9,9,11.550
9,10,9,9.680
9,11,9,-5.216
9,12,9,-2.234
9,13,9,-9.305
9,14,9,-3.580
10,0,9,-5.076
10,1,9,4.646
10,2,9,-8.515
10,3,9,4.628
10,4,9,7.805
10,5,9,-2.579
10,6,9,-7.598
10,7,9,-2.786
10,8,9,8.743
10,9,9,4.650
10,10,9,-0.870
10,11,9,-7.979
10,12,9,8.989
10,13,9,9.646
10,14,9,12.789
11,0,9,-5.650
11,1,9,12.546
11,2,9,-6.457
11,3,9,9.429
11,4,9,-2.916
11,5,9,10.984
11,6,9,4.492
11,7,9,-4.278
11,8,9,-2.859
11,9,9,4.740
11,10,9,5.303
11,11,9,-6.168
11,12,9,10.749
11,13,9,4.361
11,14,9,-2.466
12,0,9,10.192
12,1,9,-8.846
12,2,9,13.899
12,3,9,-6.791
12,4,9,11.054
12,5,9,-6.376
12,6,9,-4.474
12,7,9,-6.064
12,8,9,-2.813
12,9,9,11.361
12,10,9,5.854
12,11,9,8.351
12,12,9,-3.812
12,13,9,4.631
12,14,9,-7.179
13,0,9,11.908
13,1,9,-4.325
13,2,9,-0.544
13,3,9,6.265
13,4,9,-0.825
13,5,9,8.711
13,6,9,9.630
13,7,9,-8.736
13,8,9,9.792
13,9,9,12.606
13,10,9,-2.283
13,11,9,6.102
13,12,9,11.013
13,13,9,4.828
13,14,9,-1.432
14,0,9,5.303
14,1,9,7.415
14,2,9,9.569
14,3,9,-9.799
14,4,9,5.156
14,5,9,-0.824
14,6,9,10.311
14,7,9,-2.536
14,8,9,-8.360
14,9,9,10.295
14,10,9,6.123
14,11,9,-7.324
14,12,9,-5.975
14,13,9,5.264
14,14,9,8.196
0,0,10,8.110
0,1,10,14.279
0,2,10,11.483
0,3,10,10.120
0,4,10,12.970
0,5,10,-2.238
0,6,10,-8.888
0,7,10,-5.891
0,8,10,10.133
0,9,10,10.048
0,10,10,5.632
0,11,10,-0.479
0,12,10,-4.381
0,13,10,-5.785
0,14,10,5.113
1,0,10,-1.612
1,1,10,9.683
1,2,10,12.394
1,3,10,-3.152
1,4,10,11.415
1,5,10,4.945
1,6,10,5.709
1,7,10,-5.408
1,8,10,-3.643
1,9,10,6.787
1,10,10,-7.336
1,11,10,5.233
1,12,10,11.471
1,13,10,-0.139
1,14,10,12.143
2,0,10,-5.319
2,1,10,5.988
2,2,10,5.565
2,3,10,8.214
2,4,10,-0.689
2,5,10,-6.388
2,6,10,9.873
2,7,10,8.131
2,8,10,-4.617
2,9,10,-2.092
2,10,10,8.444
2,11,10,11.048
2,12,10,7.331
2,13,10,-5.712
2,14,10,-2.864
3,0,10,-6.098
3,1,10,9.533
3,2,10,-4.192
3,3,10,-4.522
3,4,10,-5.731
3,5,10,13.230
3,6,10,-9.200
3,7,10,6.886
3,8,10,13.689
3,9,10,-7.388
3,10,10,-2.462
3,11,10,9.905
3,12,10,-6.448
3,13,10,-7.069
3,14,10,10.046
4,0,10,7.743
4,1,10,-7.831
4,2,10,7.469
4,3,10,-0.784
4,4,10,6.955
4,5,10,9.557
4,6,10,-9.156
4,7,10,6.852
4,8,10,12.721
4,9,10,14.232
4,10,10,10.838
4,11,10,-9.437
4,12,10,4.930
4,13,10,-8.467
4,14,10,-5.796
5,0,10,-5.083
5,1,10,14.655
5,2,10,-6.292
5,3,10,14.358
5,4,10,-5.584
5,5,10,-2.231
5,6,10,13.417
5,7,10,-1.817
5,8,10,12.775
5,9,10,-0.465
5,10,10,8.208
5,11,10,6.136
5,12,10,12.358
5,13,10,10.632
5,14,10,-2.673
6,0,10,14.385
6,1,10,-0.935
6,2,10,8.083
6,3,10,9.543
6,4,10,-3.368
6,5,10,6.526
6,6,10,-9.295
6,7,10,-8.581
6,8,10,5.568
6,9,10,-7.347
6,10,10,-0.211
6,11,10,-3.433
6,12,10,-3.173
6,13,10,7.598
6,14,10,7.815
7,0,10,11.466
7,1,10,-9.096
7,2,10,-0.547
7,3,10,11.182
7,4,10,-8.902
7,5,10,10.492
7,6,10,7.066
7,7,10,14.618
7,8,10,9.876
7,9,10,4.992
7,10,10,-8.049
7,11,10,-1.071
7,12,10,-5.296
7,13,10,-4.656
7,14,10,-5.465
8,0,10,-7.305
8,1,10,6.268
8,2,10,14.521
8,3,10,12.815
8,4,10,-3.489
8,5,10,7.766
8,6,10,14.112
8,7,10,-2.023
8,8,10,-8.407
8,9,10,-9.221
8,10,10,-0.364
8,11,10,6.765
8,12,10,-6.883
8,13,10,11.228
8,14,10,9.675
9,0,10,-4.417
9,1,10,8.413
9,2,10,6.473
9,3,10,10.666
9,4,10,13.572
9,5,10,7.606
9,6,10,-6.928
9,7,10,-3.767
9,8,10,5.249
9,9,10,-1.110
9,10,10,-0.328
9,11,10,-8.602
9,12,10,-8.106
9,13,10,7.729
9,14,10,-1.070
10,0,10,-1.728
10,1,10,9.939
10,2,10,10.422
10,3,10,14.181
10,4,10,9.504
10,5,10,-6.390
10,6,10,14.462
10,7,10,14.236
10,8,10,5.972
10,9,10,10.658
10,10,10,5.792
10,11,10,13.617
10,12,10,5.776
10,13,10,10.662
10,14,10,-6.084
11,0,10,9.013
11,1,10,8.299
11,2,10,14.302
11,3,10,0.213
11,4,10,12.768
11,5,10,13.986
11,6,10,-0.288
11,7,10,5.270
11,8,10,10.928
11,9,10,-1.799
11,10,10,9.495
11,11,10,-0.689
11,12,10,6.156
11,13,10,5.911
11,14,10,-0.594
12,0,10,13.192
12,1,10,-7.090
12,2,10,9.169
12,3,10,5.659
12,4,10,5.658
12,5,10,-0.644
12,6,10,11.412
12,7,10,7.346
12,8,10,12.363
12,9,10,13.712
12,10,10,-1.458
12,11,10,6.924
12,12,10,-6.865
12,13,10,6.289
12,14,10,-8.395
13,0,10,12.148
13,1,10,-6.310
13,2,10,8.704
13,3,10,-3.326
13,4,10,-1.038
13,5,10,-6.598
13,6,10,14.580
13,7,10,-3.591
13,8,10,8.387
13,9,10,5.483
13,10,10,8.313
13,11,10,8.005
13,12,10,6.670
13,13,10,6.874
13,14,10,5.459
14,0,10,5.841
14,1,10,-5.516
14,2,10,13.924
14,3,10,-1.032
14,4,10,10.604
14,5,10,4.757
14,6,10,-5.244
14,7,10,0.262
14,8,10,-7.493
14,9,10,11.371
14,10,10,-1.827
14,11,10,14.101
14,12,10,13.399
14,13,10,5.645
14,14,10,9.110
0,0,11,14.361
0,1,11,14.347
0,2,11,12.586
0,3,11,-8.721
0,4,11,-2.061
0,5,11,9.872
0,6,11,-8.644
0,7,11,15.215
0,8,11,8.834
0,9,11,12.934
0,10,11,-8.320
0,11,11,-8.105
0,12,11,13.797
0,13,11,-6.893
0,14,11,0.641
1,0,11,8.663
1,1,11,-1.076
1,2,11,-2.728
1,3,11,-1.989
1,4,11,-7.466
1,5,11,13.431
1,6,11,-7.218
1,7,11,6.404
1,8,11,7.904
1,9,11,12.949
1,10,11,-6.497
1,11,11,-6.557
1,12,11,11.076
1,13,11,-1.905
1,14,11,10.016
2,0,11,13.808
2,1,11,14.030
2,2,11,8.691
2,3,11,14.838
2,4,11,-0.242
2,5,11,-8.563
2,6,11,0.134
2,7,11,8.920
2,8,11,-1.052
2,9,11,8.359
2,10,11,5.977
2,11,11,-7.573
2,12,11,-9.157
2,13,11,7.186
2,14,11,-8.519
3,0,11,8.578
3,1,11,-8.261
3,2,11,8.509
3,3,11,9.613
3,4,11,-8.696
3,5,11,11.909
3,6,11,-2.549
3,7,11,-1.939
3,8,11,14.539
3,9,11,8.990
3,10,11,8.660
3,11,11,9.223
3,12,11,-7.432
3,13,11,14.070
3,14,11,14.242
4,0,11,14.979
4,1,11,10.010
4,2,11,-4.081
4,3,11,-3.375
4,4,11,-5.682
4,5,11,-0.119
4,6,11,14.843
4,7,11,14.926
4,8,11,-4.887
4,9,11,14.049
4,10,11,6.168
4,11,11,13.137
4,12,11,-8.694
4,13,11,-3.752
4,14,11,6.783
5,0,11,12.665
5,1,11,10.656
5,2,11,12.423
5,3,11,11.080
5,4,11,14.664
5,5,11,-3.178
5,6,11,6.019
5,7,11,-8.203
5,8,11,13.652
5,9,11,7.787
5,10,11,10.535
5,11,11,7.603
5,12,11,0.137
5,13,11,-4.152
5,14,11,-5.103
6,0,11,10.127
6,1,11,6.662
6,2,11,13.479
6,3,11,12.223
6,4,11,9.061
6,5,11,6.928
6,6,11,-4.939
6,7,11,-8.591
6,8,11,-3.924
6,9,11,7.880
6,10,11,5.816
6,11,11,-7.009
6,12,11,12.169
6,13,11,-6.412
6,14,11,6.171
7,0,11,15.048
7,1,11,-3.242
7,2,11,10.455
7,3,11,-5.646
7,4,11,9.250
7,5,11,7.292
7,6,11,-4.880
7,7,11,9.868
7,8,11,8.738
7,9,11,12.036
7,10,11,14.828
7,11,11,13.190
7,12,11,5.556
7,13,11,-7.164
7,14,11,8.515
8,0,11,9.356
8,1,11,12.206
8,2,11,10.477
8,3,11,-2.596
8,4,11,-2.839
8,5,11,-1.704
8,6,11,6.792
8,7,11,12.493
8,8,11,9.855
8,9,11,6.833
8,10,11,9.412
8,11,11,-0.371
8,12,11,5.983
8,13,11,13.038
8,14,11,-2.781
9,0,11,-4.808
9,1,11,5.986
9,2,11,-5.973
9,3,11,13.244
9,4,11,-3.094
9,5,11,-3.905
9,6,11,5.835
9,7,11,-3.205
9,8,11,0.475
9,9,11,-3.576
9,10,11,9.085
9,11,11,-2.744
9,12,11,10.450
9,13,11,12.810
9,14,11,7.496
10,0,11,13.650
10,1,11,13.872
10,2,11,-0.920
10,3,11,6.534
10,4,11,12.977
10,5,11,12.471
10,6,11,-3.585
10,7,11,13.733
10,8,11,-9.087
10,9,11,8.239
10,10,11,13.250
10,11,11,12.689
10,12,11,9.054
10,13,11,12.292
10,14,11,7.658
11,0,11,9.025
11,1,11,11.108
11,2,11,13.014
11,3,11,-0.514
11,4,11,13.510
11,5,11,0.078
11,6,11,14.259
11,7,11,-8.462
11,8,11,6.685
11,9,11,-0.190
11,10,11,-0.946
11,11,11,-1.308
11,12,11,5.397
11,13,11,10.764
11,14,11,0.059
12,0,11,8.493
12,1,11,11.106
12,2,11,-3.634
12,3,11,8.732
12,4,11,9.689
12,5,11,-6.729
12,6,11,15.078
12,7,11,-3.279
12,8,11,8.641
